invoice_amount,payment_terms_days,customer_tenure_months,customer_credit_score,previous_late_payments_count,avg_past_delay_days,number_of_open_invoices,discount_offered_pct,invoice_month,is_recurring_customer,sales_channel,weekday_issued,paid_late
820.91,30,19.7,564.0,1,17.0,4,3,9,1,reseller,0,0
1421.49,30,3.7,670.0,1,8.0,2,0,11,1,reseller,4,0
1452.53,30,15.5,665.0,1,2.7,4,1,3,0,reseller,4,0
3815.99,30,48.0,660.0,0,0.0,5,2,5,1,direct,6,0
2845.62,30,18.9,726.0,4,18.8,8,3,11,0,reseller,4,0
2688.8,45,9.5,737.0,1,11.7,3,2,12,1,direct,6,0
6359.67,60,4.5,726.0,1,13.5,3,1,7,1,online,6,0
4943.79,30,8.3,711.0,0,0.0,1,0,7,1,reseller,6,0
4838.9,45,9.0,688.0,1,16.5,3,0,6,1,direct,4,1
5265.05,30,3.0,486.0,3,9.0,1,1,12,0,online,6,1
6339.28,30,92.1,750.0,2,0.9,4,0,6,1,online,5,1
546.12,15,10.1,724.0,3,4.4,3,2,5,1,reseller,1,0
2622.82,30,5.5,591.0,0,0.0,2,2,6,1,direct,5,1
511.74,30,9.6,705.0,1,8.0,4,1,11,0,online,3,0
3761.05,45,5.0,738.0,3,8.7,1,1,3,1,online,5,1
3625.8,45,38.7,785.0,1,27.7,4,3,1,1,direct,4,0
9329.9,30,11.4,726.0,1,10.4,1,3,6,1,direct,0,0
10602.77,15,0.1,709.0,1,13.5,2,3,6,0,online,4,0
4369.91,15,13.4,765.0,1,9.3,2,3,1,1,online,2,0
2320.82,90,26.9,652.0,1,11.4,4,2,7,0,online,5,0
5634.39,60,0.0,717.0,0,0.0,4,0,5,0,reseller,5,1
2263.97,30,11.1,624.0,3,21.6,3,3,8,1,direct,6,0
3636.39,30,25.8,780.0,2,21.3,2,3,5,0,reseller,6,0
8844.25,30,3.2,535.0,2,2.6,4,2,1,0,direct,6,0
2203.95,45,6.9,754.0,2,5.4,1,3,1,1,reseller,1,0
7518.42,30,21.8,682.0,2,7.9,2,1,7,1,direct,3,0
6698.65,15,90.0,767.0,0,0.0,4,0,8,0,online,0,0
1541.77,30,8.7,610.0,3,12.4,1,3,3,0,reseller,2,0
8747.34,30,53.9,688.0,0,0.0,3,0,10,1,direct,5,0
6827.47,30,48.8,685.0,1,3.4,2,1,6,1,direct,4,0
3990.75,30,13.5,719.0,2,17.5,4,1,3,1,reseller,1,0
1833.37,45,13.5,586.0,4,22.3,3,2,6,0,online,5,1
1680.28,30,2.4,737.0,2,4.6,3,0,6,0,online,3,1
2244.2,30,4.2,514.0,0,0.0,2,0,2,0,online,5,0
5933.3,30,1.6,620.0,2,9.7,1,0,11,1,direct,6,0
1540.62,30,97.4,539.0,0,0.0,5,0,5,0,reseller,3,0
5397.88,45,32.4,755.0,0,0.0,2,1,11,1,reseller,5,0
1190.85,90,10.3,716.0,1,6.2,3,0,4,1,direct,3,0
3030.06,15,10.3,721.0,1,5.3,2,3,4,0,direct,1,0
4018.58,60,25.2,813.0,0,0.0,3,2,3,1,reseller,4,0
32879.91,45,75.9,652.0,0,0.0,1,3,3,1,online,6,0
1054.07,45,19.8,735.0,1,8.9,1,0,9,1,direct,5,0
13695.37,30,8.5,686.0,1,18.3,0,0,3,1,reseller,1,0
4166.61,30,29.7,672.0,2,18.8,3,2,1,1,direct,6,0
5271.42,15,9.3,798.0,1,3.8,1,2,8,0,direct,5,0
4050.17,90,73.9,850.0,1,20.7,2,0,9,1,direct,1,0
5433.04,45,11.5,641.0,2,10.5,2,0,11,1,online,0,0
3170.62,30,3.3,755.0,0,0.0,0,0,7,1,direct,6,0
13475.72,30,16.6,709.0,1,16.8,6,3,3,0,reseller,1,0
2414.33,15,26.1,710.0,0,0.0,4,0,11,0,direct,0,0
10087.08,30,16.7,702.0,0,0.0,2,1,8,1,direct,0,0
2038.7,45,12.4,650.0,2,10.3,4,3,12,1,reseller,6,0
3448.77,30,13.5,357.0,0,0.0,3,0,9,1,direct,3,0
1387.47,45,16.1,818.0,1,11.1,2,3,5,1,direct,2,0
5483.62,45,30.5,617.0,0,0.0,4,3,2,1,reseller,4,0
13367.92,45,0.9,658.0,1,11.9,0,0,8,0,direct,1,1
3396.09,60,30.9,660.0,1,0.8,3,0,2,1,direct,4,0
3049.71,15,4.3,609.0,2,6.4,2,2,10,1,reseller,0,0
1335.21,45,1.7,702.0,0,0.0,3,0,2,0,reseller,2,1
2962.05,45,1.9,676.0,1,15.4,3,0,4,0,online,2,0
868.25,30,19.4,616.0,1,0.9,1,0,6,0,direct,6,0
1601.04,30,60.6,693.0,0,0.0,4,0,12,0,reseller,4,1
4465.37,30,2.3,677.0,1,10.4,1,0,4,0,direct,0,1
11933.58,30,21.7,764.0,1,20.3,0,0,5,1,direct,1,0
45628.59,30,68.6,559.0,2,13.2,6,0,5,1,online,2,0
2147.53,15,41.6,608.0,2,25.4,3,0,2,1,online,5,1
13250.23,45,8.4,745.0,2,13.8,5,3,12,1,direct,0,0
4534.08,15,38.6,622.0,0,0.0,3,3,6,1,direct,6,1
3177.59,15,5.4,599.0,0,0.0,2,1,4,1,reseller,2,0
5374.04,30,69.9,627.0,0,0.0,5,0,9,0,reseller,2,1
3849.6,30,0.3,671.0,0,0.0,3,2,4,0,online,6,0
4021.28,90,15.9,671.0,2,11.6,4,2,12,0,direct,0,0
2521.22,30,5.6,661.0,1,14.1,5,0,9,1,reseller,2,0
1034.53,30,19.9,587.0,2,12.0,5,0,2,1,direct,3,0
907.54,30,0.5,750.0,1,2.7,2,0,12,1,online,2,1
6554.59,30,9.6,799.0,0,0.0,2,0,3,1,reseller,4,1
2838.33,45,28.8,508.0,2,17.7,7,0,8,1,reseller,2,1
2129.24,45,1.6,540.0,1,9.9,7,3,1,1,direct,1,1
3668.93,30,126.7,770.0,2,7.9,3,2,10,1,direct,5,0
7446.05,45,18.8,821.0,0,0.0,5,1,11,1,direct,6,0
4282.65,30,1.6,488.0,0,0.0,3,1,3,0,direct,4,1
2017.37,60,7.4,753.0,0,0.0,1,3,3,0,direct,5,0
10978.17,30,36.4,827.0,5,26.0,2,0,3,1,direct,2,0
15082.15,30,2.2,602.0,2,7.0,2,2,2,0,direct,4,0
5682.24,45,31.2,822.0,1,2.8,1,0,12,0,direct,2,1
8745.52,60,24.4,664.0,1,12.1,1,1,7,1,reseller,2,0
11134.06,30,3.9,708.0,1,5.7,2,0,12,1,direct,4,0
10067.72,90,46.7,615.0,1,9.1,5,0,2,0,direct,4,0
6327.68,60,46.3,770.0,2,13.6,6,1,5,0,reseller,6,0
6238.61,30,7.1,755.0,1,0.3,2,0,10,1,online,0,0
5812.08,45,22.1,835.0,0,0.0,3,0,10,0,direct,3,0
1356.14,45,24.0,810.0,0,0.0,2,0,8,1,direct,2,0
6840.74,30,11.7,679.0,2,3.1,5,1,4,1,direct,1,0
1074.67,30,2.5,850.0,2,0.6,1,0,3,1,direct,2,0
1780.88,60,20.0,802.0,2,18.1,6,3,1,1,direct,2,0
11768.82,45,15.7,729.0,0,0.0,3,0,11,1,direct,5,0
7755.81,30,15.9,590.0,0,0.0,6,0,9,1,reseller,1,1
13886.31,15,6.8,542.0,4,7.0,1,0,8,1,reseller,5,0
2851.19,30,0.1,550.0,2,11.9,4,0,7,1,direct,4,1
1290.75,60,38.5,596.0,1,26.2,2,0,7,1,direct,6,0
2932.49,45,43.6,804.0,0,0.0,7,0,1,1,direct,0,0
3991.12,15,29.9,724.0,0,0.0,2,3,3,1,direct,6,0
3909.21,60,16.6,625.0,2,20.9,1,2,6,1,direct,3,0
10100.22,60,16.5,668.0,5,9.4,2,3,5,1,direct,0,0
2630.31,30,11.6,657.0,2,1.0,2,0,8,1,reseller,0,0
4998.19,15,2.9,752.0,0,0.0,2,0,5,0,direct,0,0
1495.53,30,68.1,601.0,2,3.9,1,0,5,1,direct,0,0
5460.44,15,5.9,711.0,1,9.1,2,0,3,0,direct,4,1
3651.15,30,1.4,707.0,1,21.3,3,2,1,1,reseller,2,0
1854.12,45,6.3,604.0,2,17.5,4,0,10,1,online,3,1
2944.67,60,9.7,823.0,4,5.9,3,1,12,1,direct,5,0
3084.8,30,11.6,653.0,0,0.0,6,3,10,1,reseller,4,0
2855.09,60,13.8,591.0,0,0.0,3,2,12,1,direct,4,0
17929.58,60,36.7,757.0,2,7.9,2,1,8,1,direct,3,0
3332.24,15,81.6,685.0,2,12.6,2,0,11,1,direct,6,0
2923.37,30,26.1,717.0,0,0.0,4,0,6,1,reseller,4,0
551.31,45,77.0,573.0,0,0.0,2,3,9,0,direct,2,0
1628.17,45,5.8,753.0,2,8.5,3,0,4,0,direct,5,0
2873.35,30,26.6,850.0,1,5.3,3,0,11,0,online,1,0
1963.99,45,5.0,566.0,0,0.0,2,0,9,1,direct,6,0
12626.3,45,27.1,712.0,2,13.9,5,3,11,1,reseller,0,0
3138.67,45,3.2,609.0,1,4.2,5,0,1,1,direct,3,0
11609.74,45,5.0,850.0,1,3.0,6,0,7,0,reseller,1,0
3848.87,15,4.5,792.0,4,9.5,2,2,8,1,reseller,5,1
3765.01,30,13.8,705.0,1,4.7,4,0,7,0,direct,3,0
3361.3,15,31.4,569.0,2,7.1,4,1,6,1,direct,5,1
3653.41,60,0.3,591.0,1,0.2,5,0,8,1,direct,1,0
17101.4,60,50.2,747.0,0,0.0,8,0,3,1,online,5,0
451.4,45,3.1,557.0,2,7.4,3,2,4,1,direct,5,0
601.01,15,24.3,560.0,2,3.2,3,0,12,1,direct,5,1
2233.1,30,9.0,681.0,3,16.8,2,2,2,1,direct,4,1
3688.87,30,1.7,692.0,1,7.3,4,0,11,0,reseller,5,0
6775.67,30,7.3,714.0,0,0.0,2,1,12,1,reseller,2,0
5573.5,30,3.3,640.0,0,0.0,3,3,7,1,reseller,4,0
2576.48,60,7.0,763.0,2,14.4,4,3,6,0,direct,4,0
9110.1,15,0.1,602.0,0,0.0,1,0,11,0,direct,5,1
9202.0,45,34.1,736.0,3,10.8,3,0,2,0,online,3,1
4296.91,90,34.6,699.0,1,5.2,1,0,10,0,reseller,5,0
8659.32,45,50.1,734.0,1,20.2,5,0,12,1,online,0,0
4653.53,15,34.4,786.0,3,30.0,4,0,4,0,reseller,0,0
2196.6,60,99.4,639.0,2,22.0,1,0,10,0,reseller,5,0
6822.87,45,1.3,621.0,1,16.5,4,0,6,1,online,0,0
4022.07,30,1.2,528.0,0,0.0,5,0,8,1,reseller,4,1
3645.34,45,2.9,498.0,0,0.0,3,0,12,1,reseller,5,1
13706.95,60,10.7,664.0,0,0.0,4,0,12,1,direct,3,0
401.1,30,25.0,670.0,2,5.7,4,0,5,0,direct,3,0
1016.46,30,1.8,582.0,1,14.0,5,0,10,1,direct,1,0
1250.92,30,17.8,602.0,1,8.3,4,0,4,1,direct,2,0
2625.6,15,40.8,817.0,1,3.7,3,0,1,1,direct,3,0
2895.33,45,59.1,759.0,4,13.7,5,3,9,1,direct,5,1
937.68,15,7.3,566.0,6,25.0,3,1,9,1,reseller,1,0
1500.21,30,42.4,640.0,2,23.5,0,2,6,1,reseller,6,0
1677.81,30,14.2,717.0,1,5.8,3,0,2,1,direct,6,0
33245.73,30,2.6,624.0,2,28.0,3,0,1,0,online,4,1
18426.92,30,2.9,607.0,1,6.7,6,0,10,1,reseller,3,0
2513.49,45,8.5,650.0,0,0.0,3,0,2,0,direct,5,0
2624.84,30,10.3,778.0,2,19.5,5,2,4,1,direct,5,0
1294.29,30,4.5,786.0,1,0.8,2,0,4,1,online,4,0
653.72,60,17.2,614.0,1,10.5,3,0,5,1,direct,4,0
3277.41,90,20.2,721.0,1,4.6,4,0,2,0,direct,4,0
1483.16,30,37.1,679.0,2,7.4,2,0,10,1,direct,5,0
3373.26,30,4.4,589.0,1,19.5,3,0,6,1,direct,2,0
862.48,15,30.5,653.0,1,6.7,3,1,2,1,reseller,3,1
1833.94,15,15.4,566.0,0,0.0,4,0,9,1,reseller,3,0
4162.06,30,24.0,785.0,0,0.0,5,3,12,1,direct,4,0
5062.36,60,18.9,820.0,0,0.0,5,2,3,1,direct,1,0
5301.39,45,22.2,643.0,4,18.6,5,2,2,1,online,3,0
1109.38,30,21.2,622.0,2,12.1,3,0,12,1,reseller,4,0
7857.45,90,68.9,775.0,3,7.2,2,2,1,1,reseller,6,0
1771.9,30,11.0,789.0,2,11.5,7,1,7,0,direct,0,0
6435.42,30,3.3,580.0,2,7.0,2,1,1,1,online,0,0
3606.26,30,2.9,667.0,3,29.6,2,3,2,1,reseller,2,0
1054.95,30,16.1,675.0,1,9.2,3,0,10,1,direct,2,0
2739.2,60,7.3,611.0,1,21.7,2,1,3,1,online,5,0
5058.51,30,8.7,715.0,1,21.8,1,1,6,0,direct,3,0
6321.23,45,0.7,617.0,1,12.2,3,3,8,1,direct,3,0
3207.06,30,14.1,631.0,0,0.0,2,2,7,1,direct,0,0
14452.19,60,37.2,671.0,2,13.4,2,0,7,0,online,0,0
9016.03,45,10.4,546.0,1,15.3,4,0,11,0,direct,5,0
2890.0,30,8.1,495.0,2,3.5,3,0,7,0,reseller,3,0
7151.73,15,7.0,763.0,2,38.7,2,3,7,0,direct,6,1
20752.34,60,10.5,613.0,0,0.0,3,1,10,1,online,3,0
21256.89,30,73.7,850.0,0,0.0,4,2,12,0,direct,1,0
1205.68,30,8.9,850.0,2,11.5,1,1,2,1,direct,4,0
1581.49,60,0.1,634.0,1,12.0,8,1,1,0,reseller,6,0
13855.35,15,32.0,850.0,0,0.0,4,0,2,0,direct,0,0
1404.66,30,0.3,764.0,3,6.8,1,0,2,1,direct,4,0
1107.34,30,25.6,622.0,0,0.0,2,2,1,1,online,2,0
2350.6,30,24.5,448.0,2,33.9,3,2,10,1,direct,4,1
5314.55,30,47.0,742.0,0,0.0,5,0,6,1,direct,3,0
3320.41,30,3.1,683.0,3,6.0,4,3,11,1,direct,2,0
2027.37,15,11.4,719.0,2,10.7,4,0,4,1,reseller,2,0
1984.67,15,70.3,659.0,0,0.0,3,0,9,0,direct,3,0
1917.73,30,10.3,577.0,2,3.8,3,2,6,1,online,3,0
1649.85,90,4.0,642.0,1,5.5,3,0,4,1,direct,1,0
28380.84,30,54.7,744.0,1,9.6,2,1,10,1,direct,2,0
4758.84,30,9.5,648.0,2,26.1,6,1,11,1,online,0,0
8087.57,30,0.9,648.0,1,5.9,5,0,3,0,direct,2,0
2344.51,45,16.2,543.0,0,0.0,4,0,3,1,reseller,5,1
3079.86,15,23.9,688.0,0,0.0,3,0,9,1,online,5,1
1915.63,30,6.4,580.0,2,22.3,2,0,6,1,direct,6,0
334.78,45,12.8,763.0,3,3.4,1,2,7,0,reseller,4,0
1053.41,30,22.0,614.0,4,7.0,1,0,10,1,reseller,0,0
713.69,45,22.9,653.0,2,9.6,3,0,9,1,direct,0,0
480.68,60,18.6,850.0,3,5.2,3,1,5,1,direct,4,0
1241.63,60,1.4,652.0,2,19.9,4,1,8,0,direct,1,0
11997.58,30,4.2,640.0,0,0.0,2,0,10,1,reseller,1,1
3498.21,15,38.6,733.0,0,0.0,4,0,2,1,direct,2,0
11631.91,30,21.5,519.0,1,13.2,1,0,8,1,direct,2,0
5270.52,45,18.6,793.0,0,0.0,2,3,6,0,direct,4,0
7363.59,60,49.1,769.0,2,5.1,3,0,11,0,reseller,1,0
1618.4,60,12.9,727.0,2,28.0,2,0,4,1,online,4,0
5834.57,30,14.5,376.0,1,4.0,4,0,3,1,reseller,0,1
7015.26,60,5.1,657.0,0,0.0,4,2,10,0,reseller,5,0
2166.82,30,13.3,565.0,1,14.9,1,0,8,1,direct,6,0
6024.48,60,13.7,781.0,0,0.0,5,1,3,1,direct,0,0
6060.63,30,1.9,775.0,1,2.2,2,0,8,1,direct,4,1
2220.31,15,17.9,715.0,0,0.0,1,0,4,0,reseller,5,1
1325.45,15,4.6,572.0,3,12.3,2,0,5,1,reseller,3,0
1254.24,90,39.5,814.0,3,13.7,8,0,12,1,direct,6,1
3935.74,30,9.3,656.0,1,8.8,3,0,6,1,reseller,4,0
4886.88,30,15.1,842.0,2,15.8,3,3,12,1,reseller,0,0
1784.2,30,19.2,704.0,0,0.0,0,1,12,1,reseller,0,0
3729.12,30,2.2,726.0,2,4.9,5,0,8,1,online,5,0
6084.4,60,29.8,639.0,1,5.2,4,3,3,1,direct,2,0
6351.03,15,40.3,807.0,2,14.2,1,2,8,1,reseller,6,0
14716.02,15,8.0,735.0,1,5.4,4,0,2,1,direct,6,0
11490.58,45,16.8,810.0,0,0.0,3,2,9,1,direct,1,0
1478.58,30,13.6,696.0,0,0.0,6,3,7,0,direct,3,0
16567.99,15,9.7,676.0,2,3.6,3,0,12,0,direct,4,0
2257.74,15,15.0,734.0,0,0.0,5,0,11,1,direct,2,1
9324.36,30,27.8,810.0,1,24.6,2,3,2,1,online,6,0
3870.69,30,8.8,772.0,2,11.1,2,1,12,1,reseller,1,1
2512.58,15,8.1,692.0,3,6.8,3,3,8,1,reseller,2,0
715.57,30,46.0,513.0,0,0.0,2,0,11,1,reseller,1,1
3120.01,45,2.1,753.0,2,39.3,1,0,11,1,online,1,0
894.76,60,15.9,551.0,0,0.0,4,3,10,1,direct,5,0
8695.57,60,21.4,683.0,0,0.0,3,0,9,1,direct,5,0
14258.57,30,40.2,670.0,0,0.0,6,1,2,1,reseller,4,0
1777.17,30,44.9,552.0,0,0.0,3,0,3,1,online,1,0
4777.98,90,5.2,714.0,0,0.0,3,1,8,1,direct,2,0
1895.33,45,45.3,850.0,0,0.0,0,3,12,0,reseller,0,0
2068.05,30,36.8,652.0,0,0.0,2,0,8,1,direct,6,0
7310.34,30,2.7,749.0,0,0.0,0,3,9,1,online,3,0
3516.83,30,26.2,850.0,2,14.7,6,2,6,0,reseller,0,0
17425.38,30,8.7,758.0,2,19.0,2,0,6,1,online,6,0
2358.99,30,18.7,622.0,1,31.2,6,3,11,1,direct,5,1
8949.95,15,16.0,701.0,1,2.6,3,1,8,1,direct,4,1
3974.57,90,41.1,723.0,1,6.0,3,0,12,1,reseller,3,0
7451.72,30,7.7,809.0,0,0.0,4,1,12,0,reseller,0,1
2434.65,30,13.3,789.0,1,15.3,2,0,12,0,direct,6,0
3482.12,30,7.5,431.0,1,9.2,3,3,4,0,direct,0,1
3281.48,45,77.4,603.0,3,4.2,3,3,1,0,direct,6,1
1715.65,45,0.5,674.0,1,6.7,0,3,11,0,reseller,0,0
6606.92,15,26.3,589.0,2,12.1,2,2,1,0,direct,2,0
6536.94,30,174.3,347.0,3,7.4,5,3,8,1,direct,6,1
6211.76,45,18.5,615.0,1,28.3,2,0,1,1,reseller,0,1
14519.81,60,27.4,680.0,1,13.6,2,3,12,1,reseller,2,0
13418.78,30,55.7,633.0,0,0.0,3,0,4,1,reseller,6,0
2598.14,60,7.1,590.0,0,0.0,3,3,12,0,reseller,0,0
5093.64,30,2.2,684.0,1,16.0,2,2,9,1,direct,5,0
2077.17,15,5.2,711.0,1,12.8,3,2,1,1,reseller,2,0
3718.29,15,17.2,638.0,1,7.0,4,3,7,1,online,1,0
2122.24,30,15.7,803.0,1,8.8,4,0,1,0,direct,6,0
15647.45,30,29.6,685.0,0,0.0,3,0,6,1,direct,3,0
5050.93,30,7.9,602.0,0,0.0,2,0,9,1,direct,3,0
2992.23,45,37.9,579.0,0,0.0,1,0,9,1,reseller,2,0
10660.03,30,3.7,661.0,1,2.6,2,0,7,1,online,6,1
516.18,90,6.2,780.0,1,27.4,4,0,4,0,direct,5,0
594.25,30,11.8,606.0,0,0.0,6,1,7,1,reseller,5,0
7452.13,30,23.0,734.0,0,0.0,1,3,12,1,reseller,6,0
3844.59,60,4.1,689.0,1,14.7,4,0,7,0,direct,2,1
4561.48,60,52.8,850.0,2,49.1,2,3,3,1,reseller,4,1
1103.5,45,26.6,715.0,1,10.4,1,0,10,1,direct,0,0
3565.61,45,16.5,617.0,0,0.0,1,1,5,1,reseller,6,0
22096.15,15,14.4,746.0,1,17.1,4,0,11,1,reseller,2,0
7644.79,15,5.8,749.0,2,25.0,5,0,11,1,online,0,0
4241.77,30,4.0,644.0,2,1.8,2,0,1,0,direct,1,0
2452.47,15,22.2,575.0,2,10.1,1,1,10,0,direct,2,1
2552.64,30,5.9,728.0,0,0.0,2,0,10,0,direct,0,0
535.78,30,6.9,686.0,2,17.5,1,1,2,1,direct,2,1
4591.11,60,59.0,544.0,0,0.0,3,2,2,1,online,3,0
7792.64,60,8.2,703.0,0,0.0,3,3,1,0,reseller,1,0
881.78,60,3.0,623.0,1,24.1,4,1,5,0,reseller,5,0
2007.66,45,3.4,544.0,3,16.1,3,2,8,1,reseller,2,0
1284.7,30,11.7,648.0,3,31.5,2,0,12,1,direct,6,0
1527.19,15,14.1,795.0,5,9.1,5,2,9,0,direct,0,0
3820.49,45,4.7,789.0,0,0.0,1,1,8,0,direct,5,0
557.82,45,41.1,765.0,2,22.1,2,3,11,1,online,3,0
6328.66,30,21.1,704.0,1,8.4,3,2,1,1,direct,5,0
7175.8,30,11.3,734.0,3,10.9,2,0,1,0,direct,2,0
2904.47,30,18.3,689.0,2,12.7,1,2,1,1,online,5,0
390.47,30,4.6,581.0,0,0.0,6,2,11,1,online,4,1
1485.08,30,32.0,599.0,2,3.2,1,1,4,0,reseller,1,1
11043.66,30,10.2,625.0,5,21.1,4,3,5,1,direct,2,0
298.81,45,15.9,806.0,2,0.3,2,1,6,1,direct,1,0
2663.05,90,27.8,777.0,0,0.0,5,0,5,1,direct,0,0
1258.91,30,5.0,583.0,2,11.1,0,0,12,1,online,2,0
7510.92,45,0.5,685.0,2,1.1,3,0,8,0,online,3,0
1983.06,60,7.6,644.0,0,0.0,1,0,9,1,reseller,4,0
5237.29,15,45.4,666.0,1,1.7,4,0,11,1,online,3,0
6056.66,45,5.4,632.0,3,6.7,2,0,8,1,direct,2,0
19007.77,30,19.9,807.0,4,33.9,0,3,5,0,direct,5,0
3033.14,30,28.0,678.0,0,0.0,2,0,6,1,reseller,6,0
5107.37,15,5.7,699.0,3,13.6,2,1,1,1,online,2,0
956.66,60,29.6,700.0,1,14.9,5,2,4,1,online,4,0
10629.33,90,58.8,588.0,2,4.9,3,1,8,1,direct,5,0
1836.36,15,1.7,690.0,4,15.5,5,2,4,1,online,0,0
2198.04,30,10.2,776.0,3,14.1,4,1,7,0,direct,6,0
3568.77,30,1.4,813.0,1,9.6,3,2,6,1,direct,5,0
891.94,45,40.0,577.0,0,0.0,2,0,12,1,direct,4,1
4473.35,30,28.0,543.0,2,19.0,2,0,12,1,direct,1,1
8696.88,30,5.2,686.0,2,3.8,4,0,7,0,direct,0,1
4739.28,60,19.5,780.0,2,7.8,3,0,4,1,reseller,4,0
871.31,30,10.5,712.0,2,6.6,2,0,8,1,online,2,0
3257.03,30,6.5,741.0,1,5.0,4,0,12,1,online,0,0
7099.83,30,23.9,558.0,0,0.0,1,0,11,1,direct,2,0
671.7,30,6.0,629.0,1,7.8,2,0,5,0,direct,0,0
1383.97,30,10.5,482.0,0,0.0,3,3,4,0,direct,1,0
8013.55,30,5.6,667.0,0,0.0,5,0,8,1,direct,4,0
4642.86,30,22.4,485.0,3,3.7,6,2,1,0,reseller,2,0
5275.21,60,6.5,800.0,1,25.3,4,1,5,1,direct,0,0
19410.03,30,9.4,820.0,0,0.0,5,0,9,1,direct,4,0
5550.8,60,15.4,693.0,0,0.0,3,0,7,1,direct,0,0
6582.03,30,7.4,544.0,0,0.0,1,0,9,0,reseller,2,1
41759.03,45,10.8,714.0,1,5.3,5,1,7,1,online,0,0
3003.63,30,89.9,847.0,1,4.3,2,1,11,0,reseller,1,0
1775.62,45,13.1,723.0,1,2.1,3,0,8,1,direct,5,0
5350.88,30,9.4,787.0,0,0.0,3,1,3,1,direct,5,0
5405.07,15,19.3,636.0,2,4.5,0,1,11,1,online,4,1
2266.42,30,33.0,602.0,1,11.7,2,0,6,0,online,2,1
1437.76,15,22.3,674.0,2,23.6,1,2,1,1,online,2,1
29110.67,60,46.3,507.0,0,0.0,5,0,1,1,online,2,0
4886.15,90,29.3,850.0,1,13.0,5,0,8,1,reseller,3,0
1883.61,45,7.0,693.0,0,0.0,1,1,9,1,online,0,0
8302.71,15,9.1,758.0,2,2.1,3,1,3,1,online,2,0
3300.3,60,2.6,638.0,1,6.3,2,1,3,1,reseller,5,0
2899.83,45,32.5,541.0,2,13.8,4,1,5,0,direct,3,0
6039.31,30,1.4,808.0,0,0.0,3,1,7,0,direct,0,0
1138.32,30,36.2,579.0,3,4.3,4,0,1,1,reseller,3,0
5000.86,45,9.9,711.0,0,0.0,3,0,7,1,reseller,4,0
20366.76,15,23.6,720.0,2,8.7,1,2,2,0,direct,4,0
5538.95,30,3.9,687.0,2,2.2,6,0,5,1,direct,5,0
2595.17,45,5.3,609.0,1,14.1,3,2,5,0,direct,1,0
2306.77,30,60.1,667.0,0,0.0,2,1,1,1,online,0,0
2516.68,30,28.6,594.0,3,13.8,2,1,1,1,direct,3,1
2897.01,30,4.2,753.0,0,0.0,6,0,8,1,online,2,0
2591.45,45,4.2,731.0,2,10.9,4,1,5,1,reseller,6,0
8305.56,90,33.3,678.0,0,0.0,3,0,7,0,direct,6,1
765.18,60,8.5,629.0,1,7.2,3,1,3,1,direct,3,0
7909.34,45,93.8,850.0,2,6.4,3,0,3,1,online,3,0
2587.07,30,12.4,563.0,1,4.7,2,0,4,1,reseller,3,0
5111.52,45,74.9,541.0,2,7.4,2,2,8,1,online,4,0
1320.43,30,8.1,673.0,0,0.0,2,2,6,0,online,6,0
12037.33,15,41.4,657.0,0,0.0,5,0,12,1,online,6,1
11170.94,45,4.4,779.0,0,0.0,4,1,11,1,reseller,0,0
8635.45,45,28.0,738.0,3,7.8,3,0,12,1,direct,6,0
931.43,30,60.1,683.0,2,8.0,0,1,2,1,reseller,1,0
7678.73,60,14.7,725.0,1,7.2,7,0,11,0,reseller,2,0
5241.53,45,6.8,723.0,1,16.9,3,0,1,1,direct,3,1
858.56,30,14.6,850.0,0,0.0,4,2,10,1,reseller,5,0
3562.2,15,6.4,703.0,2,19.8,3,0,7,1,direct,6,1
5054.74,15,34.2,619.0,1,2.8,2,3,10,1,reseller,2,0
6005.72,30,1.7,698.0,2,19.9,2,3,6,1,reseller,4,1
4270.71,30,3.8,444.0,3,0.8,2,1,9,1,reseller,5,0
4732.02,30,3.7,677.0,0,0.0,1,2,4,1,direct,6,1
13715.07,30,14.5,778.0,4,17.2,9,0,5,1,direct,5,1
10975.61,30,2.7,734.0,0,0.0,3,3,12,1,reseller,6,0
275.79,45,2.7,707.0,1,3.0,3,1,3,1,direct,4,1
2736.15,45,30.0,738.0,3,14.3,3,1,8,1,online,0,0
3139.49,30,2.5,779.0,0,0.0,4,3,10,0,online,4,0
752.28,30,23.5,808.0,2,14.9,4,2,3,1,online,4,0
3963.03,15,5.2,720.0,2,45.5,6,2,8,0,direct,3,1
11202.39,15,0.6,652.0,2,48.8,3,3,7,1,online,1,0
1369.35,30,7.0,472.0,1,23.4,2,0,10,1,direct,0,1
4928.36,15,22.1,768.0,1,4.5,2,0,8,1,reseller,0,0
1596.8,30,8.7,726.0,0,0.0,4,0,12,0,online,3,0
1988.79,90,2.4,694.0,1,11.2,3,0,7,0,direct,3,0
13761.83,30,15.3,618.0,0,0.0,7,0,5,0,reseller,0,0
2234.33,60,28.7,767.0,1,4.5,7,1,7,0,reseller,2,0
5519.22,15,13.3,657.0,2,19.4,3,0,11,0,direct,0,0
675.8,30,92.4,677.0,2,2.9,5,3,1,1,direct,1,0
19459.41,60,20.4,675.0,1,0.9,5,2,1,0,direct,3,0
6262.83,30,15.7,720.0,0,0.0,5,0,2,1,reseller,1,0
3089.46,45,8.2,577.0,0,0.0,3,2,4,1,reseller,1,0
